1,Wade Boggs,BOS,161,653,758,240,187,42,3,8,107,78,96,5,61,4,2,3,20,2,1,0.368
147,George Foster,NYM,129,452,504,119,73,24,1,21,57,77,46,5,87,2,4,0,8,0,1,0.263
148,Von Hayes,PHI,152,570,637,150,103,30,4,13,76,70,61,6,99,0,4,2,6,21,8,0.263
149,Dwight Evans,BOS,159,617,744,162,103,29,1,29,110,78,114,4,105,5,7,1,16,7,2,0.263
150,Mike Easler,BOS,155,568,631,149,100,29,4,16,71,74,53,1,129,3,7,0,15,0,1,0.262
151,Larry Sheets,BAL,113,328,361,86,61,8,0,17,43,50,28,2,52,2,1,1,15,0,1,0.262
152,Joe Carter,CLE,143,489,523,128,86,27,0,15,64,59,25,2,74,2,4,3,9,24,6,0.262
153,Nick Esasky,CIN,125,413,464,108,66,21,0,21,61,66,41,3,102,4,3,3,9,3,4,0.262
154,Graig Nettles,SDP,137,440,515,115,76,23,1,15,66,61,72,5,59,0,3,0,10,0,0,0.261
155,Terry Kennedy,SDP,143,532,565,139,101,27,1,10,54,74,31,10,102,0,2,0,19,0,0,0.261
156,Tim Teufel,MIN,138,434,496,113,76,24,3,10,58,50,48,2,70,3,4,7,14,4,2,0.26
157,Greg Gross,PHI,93,169,205,44,37,5,2,0,21,14,32,1,9,0,2,2,5,1,0,0.26
158,Cliff Johnson,2 Tms,106,369,417,96,65,17,1,13,35,66,40,2,59,3,4,1,4,0,0,0.26
159,Tim Wallach,MON,155,569,617,148,87,36,3,22,70,81,38,8,79,5,5,0,17,9,9,0.26
160,Shawon Dunston,CHC,74,250,272,65,45,12,4,4,40,18,19,3,42,0,2,1,3,11,3,0.26
161,Alan Wiggins,2 Tms,86,335,375,87,71,12,4,0,46,21,31,0,20,2,0,7,3,30,14,0.26
162,Andy Van Slyke,STL,146,424,475,110,66,25,6,13,61,55,47,6,54,2,1,1,7,34,6,0.259
163,Hal McRae,KCR,112,320,369,83,50,19,0,14,41,70,44,3,45,1,2,2,12,0,1,0.259
164,Rudy Law,CHW,125,390,427,101,70,21,6,4,62,36,27,0,40,3,1,6,4,29,6,0.259
165,Lloyd Moseby,TOR,152,584,670,151,96,30,7,18,92,70,76,4,91,4,5,1,12,37,15,0.259
166,Spike Owen,SEA,118,352,393,91,69,10,6,6,41,37,34,0,27,0,2,5,5,11,5,0.259
167,Greg Walker,CHW,163,601,650,155,89,38,4,24,77,92,44,6,100,2,3,0,16,5,2,0.258
168,Alan Trammell,DET,149,605,678,156,115,21,7,13,79,57,50,4,71,2,9,11,6,14,5,0.258
169,Roy Smalley,MIN,129,388,452,100,68,20,0,12,57,45,60,3,65,1,2,1,8,0,2,0.258
170,Paul Householder,MIL,95,299,329,77,51,15,0,11,41,34,27,0,60,1,1,1,5,1,2,0.258
171,Barbaro Garbey,DET,86,237,259,61,45,9,1,6,27,29,15,1,37,3,4,0,7,3,2,0.257
172,Lonnie Smith,2 Tms,148,544,613,140,103,25,6,6,92,48,56,0,89,7,5,1,4,52,13,0.257
173,Gary Pettis,CAL,125,443,516,114,95,10,8,1,67,32,62,0,125,0,2,9,5,56,9,0.257
174,Rafael Santana,NYM,154,529,564,136,115,19,1,1,41,29,29,12,54,0,2,4,14,1,0,0.257
175,Jeff Burroughs,TOR,86,191,227,49,31,9,3,6,19,28,34,1,36,0,2,0,7,0,1,0.257
176,Scott Fletcher,CHW,119,301,348,77,66,8,1,2,38,31,35,0,47,0,1,11,9,5,5,0.256
177,Andre Dawson,MON,139,529,570,135,83,27,2,23,65,91,29,8,92,4,7,1,12,13,4,0.255
178,Jim Gantner,MIL,143,523,573,133,109,15,4,5,63,44,33,7,42,3,4,10,13,11,8,0.254
179,Lenny Dykstra,NYM,83,236,273,60,47,9,3,1,40,19,30,0,24,1,2,4,4,15,2,0.254
180,Rick Dempsey,BAL,132,362,420,92,61,19,0,12,54,52,50,0,87,1,2,5,2,0,1,0.254
181,Jim Morrison,PIT,92,244,257,62,48,10,0,4,17,22,8,1,44,1,3,1,4,3,0,0.254
182,Eddie Milner,CIN,145,453,520,115,86,19,7,3,82,33,61,3,31,1,3,2,3,35,13,0.254
183,Bob Dernier,CHC,121,469,521,119,95,20,3,1,63,21,40,1,44,3,2,7,7,31,8,0.254
184,Carmelo Martinez,SDP,150,514,610,130,80,28,1,21,64,72,87,4,82,3,4,2,10,0,4,0.253
185,Paul Zuvella,ATL,81,190,210,48,39,8,1,0,16,4,16,1,14,0,0,4,3,2,0,0.253
186,Rick Schu,PHI,112,416,457,105,73,21,4,7,54,24,38,3,78,2,0,1,7,8,6,0.252
187,Reggie Jackson,CAL,143,460,541,116,62,27,0,27,64,85,78,12,138,1,2,0,16,1,2,0.252
188,Gary Redus,CIN,101,246,295,62,38,14,4,6,51,28,44,2,52,1,1,2,0,48,12,0.252
189,Al Oliver,2 Tms,96,266,280,67,50,11,1,5,21,31,12,2,24,1,1,0,11,1,0,0.252
190,Dave Concepcion,CIN,155,560,620,141,113,19,2,7,59,48,50,3,67,3,4,3,23,16,12,0.252
191,Mickey Tettleton,OAK,78,211,246,53,38,12,0,3,23,15,28,0,59,2,0,5,6,2,2,0.251
192,Greg Brock,LAD,129,438,496,110,70,19,0,21,64,66,54,4,72,0,2,2,9,4,2,0.251
193,Ed Romero,MIL,88,251,282,63,51,11,1,0,24,21,26,0,20,0,0,5,3,1,1,0.251
194,Dickie Thon,HOU,84,251,272,63,50,6,1,6,26,29,18,4,50,0,2,1,2,8,3,0.251
195,Dave Collins,OAK,112,379,418,95,71,16,4,4,52,29,29,2,37,1,4,5,6,29,8,0.251
196,Mike Heath,OAK,138,436,492,109,72,18,6,13,71,55,41,0,63,1,4,10,13,7,7,0.25
197,Steve Kemp,PIT,92,236,266,59,42,13,2,2,19,21,25,1,54,0,4,1,5,1,0,0.25
198,Bryan Little,CHW,73,188,223,47,35,9,1,2,35,27,26,0,21,3,3,3,4,0,1,0.25
199,Tony Peña,PIT,147,546,587,136,97,27,2,10,53,59,29,4,67,0,5,7,19,12,8,0.249
200,Jim Dwyer,BAL,101,233,274,58,40,8,3,7,35,36,37,2,31,1,1,2,5,0,3,0.249
201,U L Washington,MON,68,193,209,48,34,9,4,1,24,17,15,1,33,0,1,0,2,6,3,0.249
202,Frank White,KCR,149,563,600,140,92,25,1,22,62,69,28,2,86,1,3,5,8,10,4,0.249
203,Larry Parrish,TEX,94,346,382,86,57,11,1,17,44,51,33,2,77,1,2,0,13,0,2,0.249
204,David Green,SFG,106,294,321,73,56,10,2,5,36,20,22,3,58,1,2,2,12,6,5,0.248
205,Rafael Ramirez,ATL,138,568,595,141,107,25,4,5,54,58,20,1,63,0,5,2,21,2,6,0.248
206,Bob Boone,CAL,150,460,520,114,92,17,0,5,37,55,37,2,35,3,4,16,12,1,2,0.248
207,Darrell Evans,DET,151,505,594,125,68,17,0,40,81,94,85,12,85,1,2,1,5,0,4,0.248
208,Ozzie Virgil,PHI,131,426,483,105,67,16,3,19,47,55,49,6,85,5,2,1,14,0,0,0.246
209,Gary Gaetti,MIN,160,560,608,138,87,31,0,20,71,63,37,3,89,7,1,3,15,13,5,0.246
210,Jim Sundberg,KCR,115,367,407,90,64,12,4,10,38,35,33,3,67,1,2,4,8,0,2,0.245
211,Ernie Whitt,TOR,139,412,465,101,59,21,2,19,55,64,47,9,59,1,2,3,7,3,6,0.245
212,Bo Diaz,2 Tms,77,237,263,58,39,13,1,5,21,31,21,0,25,1,2,2,11,0,0,0.245
213,Luis Salazar,CHW,122,327,353,80,50,18,2,10,39,45,12,2,60,0,5,9,5,14,4,0.245
214,Larry Herndon,DET,137,442,479,108,77,12,7,12,45,37,33,1,79,1,1,1,9,2,1,0.244
215,George Vukovich,CLE,149,434,470,106,76,22,0,8,43,45,30,6,75,1,4,1,9,2,2,0.244
216,Mariano Duncan,LAD,142,562,620,137,101,24,6,6,74,39,38,4,113,3,4,13,9,38,8,0.244
217,Curtis Wilkerson,TEX,129,361,395,88,71,11,6,0,35,22,22,0,63,4,3,5,7,14,7,0.244
218,Doug DeCinces,CAL,120,427,488,104,61,22,1,20,50,78,47,11,71,2,7,5,17,1,4,0.244
219,Dan Driessen,2 Tms,145,493,552,120,85,26,0,9,53,47,50,12,51,3,5,1,10,2,2,0.243
220,Steve Balboni,KCR,160,600,662,146,80,28,2,36,74,88,52,4,166,5,5,0,14,1,1,0.243
221,Chris Speier,CHC,106,218,240,53,38,11,0,4,16,24,17,0,34,0,2,3,7,1,3,0.243
222,Dan Gladden,SFG,142,502,561,122,92,15,8,7,64,41,40,1,78,7,2,10,10,32,15,0.243
223,Bob Kearney,SEA,108,305,326,74,53,14,1,6,24,27,11,1,59,4,1,5,7,1,1,0.243
224,Bill Schroeder,MIL,53,194,210,47,31,8,0,8,18,25,12,1,61,2,2,0,5,0,1,0.242
225,Bobby Grich,CAL,144,479,571,116,83,17,3,13,74,53,81,3,77,3,0,8,18,3,5,0.242
226,Howard Johnson,NYM,126,389,428,94,61,18,4,11,38,46,34,10,78,0,4,1,6,6,4,0.242
227,Tom Brunansky,MIN,157,567,651,137,78,28,4,27,71,90,71,7,86,0,13,0,12,5,3,0.242
228,Jason Thompson,PIT,123,402,490,97,67,17,1,12,42,61,84,10,58,0,4,0,8,0,0,0.241
229,Dave Henderson,SEA,139,502,556,121,77,28,2,14,70,68,48,2,104,3,2,1,11,6,1,0.241
230,Jeffrey Leonard,SFG,133,507,531,122,82,20,3,17,49,62,21,5,107,1,1,1,19,11,6,0.241
231,Tom Foley,2 Tms,89,250,269,60,43,13,1,3,24,23,19,8,34,0,0,0,2,2,3,0.24
232,Terry Pendleton,STL,149,559,602,134,110,16,3,5,56,69,37,4,75,0,3,3,18,17,12,0.24
233,Mike Pagliarulo,NYY,138,380,435,91,54,16,2,19,55,62,45,4,86,4,3,3,6,0,0,0.239
234,Randy Bush,MIN,97,234,265,56,30,13,3,10,26,35,24,1,30,5,2,0,3,3,0,0.239
235,Nelson Simmons,DET,75,251,281,60,39,11,0,10,31,33,26,5,41,0,4,0,4,1,0,0.239
236,Oddibe McDowell,TEX,111,406,452,97,60,14,5,18,63,42,36,2,85,3,2,5,6,25,7,0.239
237,Garry Maddox,PHI,105,218,236,52,39,8,1,4,22,23,13,2,26,1,3,1,4,4,2,0.239
238,Dave Kingman,OAK,158,592,666,141,95,16,0,30,66,91,62,6,114,2,8,2,17,3,2,0.238
239,Carlton Fisk,CHW,153,543,620,129,68,23,1,37,85,107,52,12,81,17,6,2,9,17,9,0.238
240,Sam Khalifa,PIT,95,320,367,76,57,14,3,2,30,31,34,8,56,0,4,9,9,5,2,0.238
241,Jose Uribe,SFG,147,476,513,113,86,20,4,3,46,26,30,8,57,2,0,5,5,8,2,0.237
242,Herm Winningham,MON,125,312,345,74,60,6,5,3,30,21,28,3,72,0,4,1,1,20,9,0.237
243,Tom Brookens,DET,156,485,522,115,68,34,6,7,54,47,27,0,78,0,1,9,8,14,5,0.237
244,Andre Thornton,CLE,124,461,514,109,74,13,0,22,49,88,47,1,75,0,6,0,14,3,2,0.236
245,Wayne Gross,BAL,103,217,264,51,32,8,0,11,31,18,46,0,48,0,0,1,3,1,1,0.235
246,Gary Matthews,CHC,97,298,362,70,45,12,0,13,45,40,59,2,64,2,3,0,8,2,0,0.235
247,Kevin McReynolds,SDP,152,564,616,132,89,24,4,15,61,75,43,6,81,3,4,2,17,4,0,0.234
248,Larry Bowa,2 Tms,86,214,234,50,39,7,4,0,15,15,13,2,22,0,1,6,3,5,1,0.234
249,Dwayne Murphy,OAK,152,523,619,122,78,21,3,20,77,59,84,3,123,3,4,5,14,4,5,0.233
250,Jody Davis,CHC,142,482,536,112,65,30,0,17,47,58,48,5,83,0,4,2,14,1,0,0.232
251,Glenn Hubbard,ATL,142,439,512,102,76,21,0,5,51,39,56,2,54,4,6,7,11,4,3,0.232
252,Charlie Moore,MIL,105,349,386,81,64,13,4,0,35,31,27,0,53,1,1,8,12,4,0,0.232
253,Ron Cey,CHC,145,500,564,116,74,18,2,22,64,63,58,9,106,4,2,0,10,1,1,0.232
254,Ruppert Jones,CAL,125,389,456,90,50,17,2,21,66,67,57,2,82,0,2,8,5,7,4,0.231
255,Don Baylor,NYY,142,477,564,110,62,24,1,23,70,91,52,6,90,24,10,1,10,0,4,0.231
256,Ron Kittle,CHW,116,379,417,87,49,12,0,26,51,58,31,1,92,5,2,0,12,1,4,0.23
257,Buddy Bell,2 Tms,151,560,635,128,85,28,5,10,61,68,67,3,48,1,6,1,24,3,3,0.229
258,Daryl Boston,CHW,95,232,248,53,36,13,1,3,20,15,14,1,44,0,1,1,3,8,6,0.228
259,Pat Sheridan,KCR,78,206,234,47,33,9,2,3,18,17,23,2,38,1,1,3,4,11,3,0.228
260,Brad Komminsk,ATL,106,300,343,68,49,12,3,4,52,21,38,1,71,1,2,2,4,10,8,0.227
261,Candy Maldonado,LAD,121,213,235,48,35,7,1,5,20,19,19,4,40,0,1,2,3,1,1,0.225
262,Tom Nieto,STL,95,253,288,57,45,10,2,0,15,34,26,8,37,3,0,6,9,0,2,0.225
263,Greg Gagne,MIN,114,293,322,66,46,15,3,2,37,23,20,0,57,3,3,3,5,10,4,0.225
264,Manny Trillo,SFG,125,451,505,101,80,16,2,3,36,25,40,0,44,1,2,11,6,2,0,0.224
265,Mike Stenhouse,MIN,81,179,209,40,30,5,0,5,23,21,29,1,18,0,1,0,3,1,0,0.223
266,Butch Wynegar,NYY,102,309,375,69,49,15,0,5,27,32,64,2,43,0,1,1,11,0,0,0.223
267,Darryl Motley,KCR,123,383,408,85,47,20,1,17,45,49,18,2,57,2,5,0,17,6,4,0.222
268,Donnie Scott,SEA,80,185,205,41,24,13,0,4,18,23,15,0,41,0,4,1,3,1,1,0.222
269,Darrell Porter,STL,84,240,284,53,29,12,2,10,30,36,41,6,48,1,2,0,3,6,1,0.221
270,Bob Brenly,SFG,133,440,505,97,61,16,1,19,41,56,57,5,62,2,2,4,6,1,4,0.22
271,Steve Buechele,TEX,69,219,236,48,33,6,3,6,22,21,14,2,38,2,1,0,11,3,2,0.219
272,Dick Schofield,CAL,147,438,496,96,66,19,3,8,50,41,35,0,70,8,3,12,8,11,4,0.219
273,Bobby Meacham,NYY,156,481,566,105,86,16,2,1,70,47,54,1,102,5,3,23,7,25,7,0.218
274,Jackie Gutierrez,BOS,103,275,297,60,51,5,2,2,33,21,12,0,37,0,1,9,9,10,2,0.218
275,Gary Roenicke,BAL,114,225,274,49,25,9,0,15,36,43,44,1,36,0,3,2,5,2,2,0.218
276,Ray Knight,NYM,90,271,290,59,41,12,0,6,22,36,13,1,32,1,5,0,17,1,1,0.218
277,Rick Manning,MIL,79,216,231,47,35,9,1,2,19,18,14,0,19,0,0,1,2,1,0,0.218
278,John Russell,PHI,81,216,234,47,26,12,0,9,22,23,18,0,72,0,0,0,5,2,0,0.218
279,Rick Cerone,ATL,96,282,316,61,49,9,0,3,15,25,29,1,25,1,4,0,15,0,3,0.216
280,George Hendrick,2 Tms,85,297,323,64,44,16,0,4,28,31,22,2,50,0,4,0,15,1,0,0.215
281,Len Matuszek,2 Tms,105,214,242,46,30,8,3,5,33,28,19,2,38,1,7,1,5,2,2,0.215
282,Gorman Thomas,SEA,135,484,574,104,55,16,1,32,76,87,84,6,126,1,3,2,11,3,2,0.215
283,Tim Corcoran,PHI,103,182,219,39,32,6,1,0,11,22,29,4,20,0,7,1,6,0,0,0.214
284,Gerald Perry,ATL,110,238,262,51,43,5,0,3,22,13,23,1,28,0,1,0,7,9,5,0.214
285,Mike Fitzgerald,MON,108,295,341,61,48,7,1,5,25,34,38,12,55,2,5,1,8,5,3,0.207
286,Marvell Wynne,PIT,103,337,363,69,58,6,3,2,21,18,18,2,48,1,0,7,8,10,5,0.205
287,Onix Concepcion,KCR,131,314,349,64,56,5,1,2,32,20,16,0,29,6,1,12,8,4,4,0.204
288,Bruce Benedict,ATL,70,208,237,42,36,6,0,0,12,20,22,1,12,1,2,4,8,0,1,0.202
289,Rich Dauer,BAL,85,208,234,42,33,7,0,2,25,14,20,0,7,1,0,5,9,0,1,0.202
290,Dave Anderson,LAD,77,221,262,44,34,6,0,4,24,18,35,3,42,1,1,4,4,5,4,0.199
291,Julio Cruz,CHW,91,234,270,46,41,2,3,0,28,15,32,0,40,2,1,1,6,8,5,0.197
292,George Wright,TEX,109,363,395,69,54,13,0,2,21,18,25,5,49,0,2,3,9,4,7,0.19
293,Rob Wilfong,CAL,83,217,243,41,34,3,0,4,16,13,16,1,32,0,2,8,0,4,1,0.189
294,Steve Jeltz,PHI,89,196,228,37,32,4,1,0,17,12,26,4,55,0,1,5,6,1,1,0.189
295,Duane Walker,2 Tms,90,180,202,31,19,4,1,7,19,17,21,1,47,1,0,0,3,3,1,0.172